"guname";"xcode";"ycode"
"노원구";37.6143;127.062
"노원구";37.6155;127.07
"노원구";37.6202;127.086
"노원구";37.6202;127.089
"노원구";37.618;127.093
"노원구";37.6202;127.098
"노원구";37.6202;127.104
"노원구";37.6216;127.103
"노원구";37.6278;127.105
"노원구";37.6321;127.112
"노원구";37.6352;127.112
"노원구";37.6389;127.11
"노원구";37.6405;127.112
"노원구";37.642;127.111
"노원구";37.645;127.106
"노원구";37.644;127.099
"노원구";37.6455;127.094
"노원구";37.6493;127.092
"노원구";37.6527;127.093
"노원구";37.6588;127.09
"노원구";37.6619;127.092
"노원구";37.6666;127.091
"노원구";37.6701;127.095
"노원구";37.6794;127.092
"노원구";37.6855;127.096
"노원구";37.689;127.096
"노원구";37.69;127.085
"노원구";37.6942;127.083
"노원구";37.6959;127.081
"노원구";37.6939;127.074
"노원구";37.6931;127.069
"노원구";37.6936;127.063
"노원구";37.6903;127.06
"노원구";37.6872;127.052
"노원구";37.683;127.052
"노원구";37.6704;127.049
"노원구";37.6555;127.054
"노원구";37.6405;127.056
"노원구";37.6399;127.055
"노원구";37.6445;127.051
"노원구";37.6421;127.05
"노원구";37.6392;127.046
"노원구";37.6339;127.044
"노원구";37.6316;127.042
